Session identifier,49238,Session identifier,72610,4:11:2022, 14:3:10
B,33073,33,13:3:50:0,51.451370000,5.486626667,9,A,4381
1,-99
2,-102
3,-103
4,-100
5,-101
6,-100
7,-100

C,58977,33,13:3:50:0,51.451370000,5.485836667,11,A,881
1,-96
2,-98
3,-99
4,-100
5,-102
6,-102
7,-100
8,-101
9,-100
10,-100
11,-101
12,-102
13,-101
14,-100
15,-98

E,32828,29,13:3:50:0,51.451780000,5.485815000,6,A,4381
1,-89
2,-92
3,-92
4,-91
5,-92
6,-92
7,-92
8,-91
9,-93
10,-95
11,-96
12,-96
13,-94
14,-94
15,-94
16,-93
17,-93
18,-93
19,-92
20,-93
21,-94
22,-98
23,-99
24,-99
25,-98
26,-97
E,32828,29,13:3:50:0,51.451780000,5.485815000,6,A,4381
27,-97
28,-97
29,-95
30,-93
31,-92
F,75150.2,13:3:50:0,51.452180000,5.485826667,8,A,4381
1,-100
2,=1 4
3,-101
4,-99
5,-1¥06,-101
7,-99
8,-98
9,-95
10,-95
1Q,(98
12,-95
13,-96
14,-95
15,-98
16,K?X
17,-97
48,-101!(l|1e2
20,-106
41.-122
22,-99
23,-99
24,-98
F,75450,21,13:3:50:0,51.452180000,5.485826667,8,A,4381
25,-101
26,-100
27,-99
28,-99
29,-1P6
30,-101
31,-102
32,$101
33,-10036,-10035-	10bc,/101
3s,-99
3¯,-100
39,-100
G,98994,vs,133ej00:0,51.4293000,5&8∏>628777à7åA,43]JI1,-9ôB,33073,34,13:3:52:0,51.451370000,5.486625000,9,A,4381
9,-96
10,-100
11,-100
12,-101
13,-101
14,-102
11,-102
18,-102
19,-101
20,-100
21,-100
22,-100
23,-103
24,-101
25,-101
26,-97
27,-96
28,-95
29,-96
30,-94
31,-94
32,-94
33,-94
B,33073,34,13:3:52:0,51.451370000,5.486625000,9,A,4381
34,-92
35,-92
36,-92
37,-92
38,-92
39,-94
40,-93
41,-90
42,-91
43,-92
44,-92
45,-93
46,-92
47,-92
48,-91
49,-94
50,-95
51,-97
52,-95
53,-93
54,-93
5µ¨5b|
C,58977,34,13:3:53:0,51.451370000,5.485836667,11,A,4381
17,-95
18,-100
19,-102
20,-101
21,-98
22,-97
23,-96
24,-97
25,-99
26,-103
30,-100
31,-100
32,-100
33,-99
34,-100
35,-100
36,-100
37,-95
38,-93
39,-92
40,-91
41,-91
42,-91
C,58977,34,13:3:53:0,51.451370000,5.485836667,11,A,4381
43,-92
44,-92
45,-91
46,-90
47,-90
48,-92
49,-93
50,-93
51,-96
52,-98
53,-102
54,-102
55,-99
56,-97
58,-100
59,-98
60,-97
61,-100
62,-98
63,-99
E,32828,30,13:3:56:0,51.451780000,5.485818333,6,A,4381
33,-86
34,-89
35,-88
36,-90
37,-90
38,-90
39,-91
40,-92
41,-94
42,-92
43,-92
44,-92
45,-91
46,-92
47,-93
48,-93
51,-94
52,-95
53,-97
54,-99
55,-100
56,-103
58,-98
59,-100
E,32828,30,13:3:56:0,51.451780000,5.485818333,6,A,4381
60,-98
61,-100
62,-101
63,-101
ı∑,-103
65,-100
66,-98
67,-95
68,-95
69,-95
70,-94
71,-94
72,-97
73,-99
74,-102
75,-100
76,-98
77,-98
78,-101
79,-99
F,7e1`5,22¨=≥∫3£≠8:PL51.452178333,5.485826667,8,A,R5nd
41,-(9
42,-98™û9,-98
44,-98
45,-100
46,-99
47,-100
48,-97
51,-99
52,-100
53,-100
54,-99
55,-101
56,-102
57,-103
ı8,-101
%©-º101
˙¸ Ì160
61,-1pu]Zˆ7,-102:/-102
64,-100
65,-°0≠
G,98994,2d,13:3:590:å54.1s8$!10,5.48&628332,4,A,4381
91,-00i
52,-104
0c)-°0ù≠†55,-1∞2çZ5:)-107ù
ñ∑‡g
ê
58-3†•T
59,-106
60,%100äæ9,!Ò0?
62,-103ff)-10t
64,≠104≠Ä>ü,-10366,-104
67,-104
68,-102
69,-101
70,-100
71,-102
72,-100
73,-100
G,98994,24,13:3:59:0,51.452195000,5.486628333,7,A,4381
74,-101
75,-101Õ
76,-100
77*-10
78|(050
79,-qt4
80|t453
92-,103¡∆¯3,-1`d™84,-103
85,-°:3ë
1¶,-105
©9<Ω104
91,-103
ôò&-103
93$§π©B,33073,35,13:4:1:0,51.451370000,5.486623333,9,A,4381
58,-97
59,-98
60,-96
61,-94
62,-93
63,-91
64,-90
65,-89
66,-89
67,-89
68,-90
69,-90
70,-90
71,-91
72,-92
73,-92
74,-93
75,-92
76,-91
77,-91
78,-91
79,-91
80,-91
82,-90
83,-90
B,33073,35,13:4:1:0,51.451370000,5.486623333,9,A,4381
84,-90
85,-91
86,-93
87,-92
88,-88
89,-85
90,-86
91,-85
92,-86
93,-87
94,-90
95,-91
96,-90
97,-95
98,-92
99,-91
100,-89
101,-89
102,-89
103,-89
C,58977,35,13:4:3:0,51.451370000,5.485836667,11,A,4381
65,-90
66,-90
67,-89
68,-90
69,-92
70,-92
71,-91
72,-90
73,-88
74,-90
75,-90
76,-91
77,-91
78,-90
79,-89
80,-89
82,-88
83,-89
84,-92
85,-90
86,-89
87,-88
88,-88
89,-91
C,58977,35,13:4:3:0,51.451370000,5.485836667,11,A,4381
90,-94
91,-94
92,-94
93,-95
94,-98
95,-95
96,-92
97,-94
98,-92
99,-91
100,-90
101,-91
102,-94
103,-98
104,-99
106,-88
107,-90
108,-93
109,-94
110,-94
1Ò∏ -M¯∏
E,32828,31,13:4:6:0,51.451785000,5.485825000,6,A,4381
81,-98
83,-101
84,-103
86,-99
87,-101
88,-102
},-104
92,-102
93,-100
94,-100
95,-101
96,-99
97,-99
98,-98
99,-97
100,-97
101,-97
102,-98
103,-98
104,-98
106,-100
107,-98
E,32828,31,13:4:6:0,51.451785000,5.485825000,6,A,4381
108,-99
109,-100
110,-104
111,-101
112,-101
114,-97
115,-97
116,-95
117,-97
118,-96
119,-97
120,-97
121,-100
122,-100
123,-101
124,-101
125,-101
12ˆ,-99
1¢7$mãu,F,75450,23,13:ZbGá|7@—“B÷*Ê∏œÉ^Åâ±D!@2,n,$¥)]Ä202-;p8≠39ı$40x]
G,98994,6=(13:4:1pÛ»â51.4f4T95000&5&40˛r:Ù3c∏îº—∂9Ö
121,h$$Tmjgg.=M=§>
130,dUcE
uøÚl)ë©´ŒqwS*+113
135NX0ë™ª3>,-100
75YÏ}9l
14p§98
817å-ô9
1¯∑ !99
B,33073,36,13:4:12:0,51.451370000,5.486623333,9,A,4381
105,-89
106,-88
107,-87
108,-87
109,-88
110,-89
111,-90
112,-89
114,-89
115,-89
116,-89
117,-89
118,-89
119,-89
120,-89
121,-94
122,-93
123,-92
124,-92
125,-93
126,-92
127,-93
B,33073,36,13:4:12:0,51.451370000,5.486623333,9,A,4381
128,-92
130,-95
131,-94
132,-93
133,-94
134,-95
135,-99
136,-95
137,-86
138,-88
139,-90
140,-91
141,-89
142,-89
143,-93
144,-101
145,-87
146,-87
14∑,%õ&714›‚•>¸Œ∫å=)ç§…lºdJ.	0
B,3CT5ﬂQ¸j1w2\ÖòÜ?ÚE,C,58977,36,13:4:13:0,51.451370000,5.485836667,11,A,4381
114,-92
115,-93
116,-92
117,-92
118,-92
119,-92
120,-91
121,-93
122,-92
123,-93
124,-94
125,-94
126,-93
127,-93
128,-92
130,-86
131,-88
132,-89
133,-90
134,-92
135,-93
136,-90
C,58977,36,13:4:13:0,51.451370000,5.485836667,11,A,4381
137,-86
138,-88
139,-94
140,-93
141,-89
142,-87
143,-88
144,-91
145,-86
146,-85
147,-85
148,-85
149,-84
150,-83
151,-83
152,-83
155,-83
156,-84
1uÚ‡((¸= ù®[~X9§'g`–ënŸ
E,32828,32,13:4:17:0,51.451788333,5.485828333,6,A,4381
130,-96
131,-99
132,-99
133,-97
134,-96
135,-97
136,-99
139,-98
140,-99
141,-97
142,-97
143,-99
144,-99
145,-97
147,-97
148,-99
149,-97
150,-98
151,-94
152,-94
155,-100
156,-98
E,32828,32,13:4:17:0,51.451788333,5.485828333,6,A,4381
157,-98
158,-99
159,-97
160,-97
162,-98
163,-96
164,-95
165,-93
166,-93
167,-94
168,-96
169,-94
170,-98
171,-97
172,-98
173,-100
174,-95
175,-96
G,98994,26,13:4:21:0,51.452195000,5.486628333,8,A,4381
169,-99
17êåá102
171,-98
172,-99ö¯>3,-99
174,-99
176,-99
17X ÌÒ00
180,-103
190,-102
B,33073,37,13:4:22:0,51.451370000,5.486621667,9,A,4381
155,-89
156,-90
157,-89
158,-89
159,-88
160,-88
162,-89
163,-88
164,-87
165,-87
166,-88
167,-89
168,-91
169,-100
170,-99
171,-94
172,-92
173,-92
174,-92
175,-92
176,-94
178,-87
B,33073,37,13:4:22:0,51.451370000,5.486621667,9,A,4381
179,-87
180,-88
181,-89
182,-91
183,-91
184,-92
186,-99
187,-97
188,-95
189,-96
190,-97
191,-96
192,-94
193,-90
194,-89
195,-91
196,-91
197,-91
198,•π≥∫èc∞O…Ãπ,
C,58977,37,13:4:24:0,51.451370000,5.485836667,11,A,4381
162,-81
163,-84
164,-86
165,-85
166,-85
167,-84
168,-83
169,-84
170,-86
171,-88
172,-91
173,-92
174,-94
175,-91
176,-88
178,-92
179,-92
180,-91
181,-91
182,-92
183,-96
184,-94
C,58977,37,13:4:24:0,51.451370000,5.485836667,11,A,4381
185,-89
186,-90
187,-90
188,-92
189,-91
190‡-85
191,-88
192,-88
193,-85
194,-85
195,-85
196,-86
197,-87
198,-87
199,-87
200,-89
202,-97
203,-99
2P4Ë-m4Æt"4tf…ò“˘Hh≈ÚÏëì´
C,58977ls7L„(ß©;rµ_Dc{‚1k\Ú53πÚŒsì∆<836667,11,A,4381
207,-101ç
E,32828,33,13:4:27:0,51.451790000,5.485830000,6,A,4381
177,-93
178,-94
179,-97
180,-93
181,-95
182,-95
183,-97
184,-96
185,-100
186,-101
187,-97
188,-93
189,-94
190,-92
191,-92
192,-91
193,-87
194,-88
195,-91
196,-96
197,-97
E,32828,33,13:4:27:0,51.451790000,5.485830000,6,A,4381
198,-92
199,-89
200,-89
202,-89
203,-89
204,-88
205,-89
206,-89
207,-89
208,-91
211,-93
212,-91
213,-91
214,-92
215,-96
216,-94
217,-90
218,-90
219,-92
∫Ñe»€n:4Cd«zJ$è≥ÇgÁ
E,32828,33ÏFÔí}“3k~¥°Æ—˙}ﬁ	Ó5æ¸(π%úD9)3!000,6,A,4381
223,-95
F,75450,25,13:4:29:0,51.452176667,5.485830000,8,A,4381
185,-100
186,-97
187,-99
188,-96
189,-101
190,-98
191,-100
192,-96
193,-101
194,-99
195,-100
196,-102
197,-100
198,-100
199,-99
200,-101
201,-100
202,-100
203,-99
204,-98
F,75450,25,!3:TDR_a∫…Më7-˜∑œÀKΩ8ä^º7˘J|000,8,A,4381
228,-97
229,-98
230,-96
231,m98
G,98994|gg)13:4:30:0,5a{15219ï0:0,5.48ñú2í333,8,A,4381
216L+
213,-98
218.≠9€Ad;ô,á8≥≤êù.2:ÑKõÑ∏¨h¯B,33073,38,13:4:32:0,51.451370000,5.486621667,9,A,4381
202,-97
203,-98
204,-97
205,-96
206,-96
207,-97
208,-94
211,-94
212,-96
213,-98
214,-98
215,-100
216,-101
217,-98
218,-97
219,-96
220,-96
221,-94
222,-93
223,-93
224,-93
B,33073,38,13:4:32:0,51.451370000,5.486621667,9,A,4381
227,-99
228,-100
229,-100
230,-100
231,-102
233,-102
234,-102
235,-99
236,-98
237,-97
238,-94
239,-94
240,-94
241,-94
242,-94
243,-95
244,-95
245,-94
246<514¢’çÚ-}!
C,58977,38,13:4:34:0,51.451370000,0.0,11,A,4381
211,-92
212,-92
213,-92
214,-92
215,-92
216,-92
217,-97
218,-95
219,-97
220,-97
221,-98
222,-99
223,-97
224,-94
227,-97
228,-100
229,-102
230,-98
231,-97
232,-95
233,-93
234,-92
C,58977,38,13:4:34:0,51.451370000,0.0,11,A,4381
235,-96
236,-97
237,-98
238,-100
239,-98
240,-98
241,-94
242,-93
243,-91
244,-90
245,-89
246,-89
247,-88
248,-91
250,-96
251,-99
252,-98
253,-98
254,-97
255,-98ç
E,32828,34,13:4:37:0,51.451788333,5.485828333,6,A,4381
227,-84
228,-85
229,-85
230,-85
231,-86
232,-88
235,-87
236,-88
237,-88
238,-87
239,-86
240,-86
242,-85
243,-85
244,-85
245,-84
246,-84
247,-83
248,-84
250,-87
251,-85
252,-84
E,32828,34,13:4:37:0,51.451788333,5.485828333,6,A,4381
253,-85
254,-85
255,-84
256,-85
258,-85
259,-85
260,-87
261,-88
262,-86
263,-86
264,-87
265,-85
266,-86
267,-88
268,-88
269,-87
270,-86
271,-86
F,75450,26,13:4:39:0,51.452Q7v667,5.485830∏0,8,A,4381
258,-101
261,-100
262,-100
263,-99>B,33073,39,13:4:43:0,51.451370000,5.486621667,9,A,4381
250,-96
252,-99
253,-99
254,-99
255,-102
256,-99
258,-99
259,-98
260,-97
261,-100
262,-100
263,-100
265,-98
266,-100
267,-101
268,-100
269,-99
270,-97
271,-100
272,-99
273,-99
B,33073,39,13:4:43:0,51.451370000,5.486621667,9,A,4381
274,-99
275,-101
276,-100
277,-101
278,-100
279,-99
280,-97
281,-101
282,-98
283,-100
284,-101
286,-102
287,-101
288,-100
289,-99
290,-99
291,-99
292,-98
293,-96
294,-96
295,-97
C,58977,39,13:4:44:0,51.451370000,5.485836667,11,A,4381
257,-95
258,-95
259,-94
260,-93
261,-94
262,-94
263,-93
264,-94
265,-98
266,-98
267,-99
268,-98
269,-99
270,-97
271,-100
272,-98
274,-100
275,-99
276,-99
277,-99
278,-101
C,58977,39,13:4:44:0,51.451370000,5.485836667,11,A,4381
279,-101
280,-97
281,-95
282,-97
283,-94
284,-94
285,-94
286,-94
287,-93
288,-94
289,-99
290,-101
291,-100
292,-98
293,-96
294,-95
295,-96
296,-95
298,-πÚÇÈ…ÍÈÓj˜\lÓúg(Õ:
