Session identifier,81052,4:11:2022, 14:40:2
B,16686,11,13:40:59:0,51.451351667,5.486623333,9,A,9294
1,-92
2,-93
3,-92
4,-92
5,-92
6,-92
7,-93

C,58977,83,13:40:59:0,51.451365000,5.485858333,10,A,9294
1,-98
2,-98
3,-96
4,-96
5,-95
6,-96
7,-96
8,-96
10,-94
11,-101
12,-100
13,-100
14,-103
15,-103

E,32828,78,13:40:59:0,51.451826667,5.486156667,7,A,9294
1,-100
2,-103
3,-103
4,-102
5,-103
ˆ,-101
7,-102
8,-104
9,-100
10,-103
11,-102
12,-103
14,-103
15,-104
17,-100
18,-101
19,-99
20,-101
21,-100
22,-101
23,-98
24,-100
25,-94
E,32828,78,13:40:59:0,51.451826667,5.486156667,7,A,9294
26,-93
27,-91
28,-92
29,-91
30,-92
31,-93
F,75450,70,13:40:59:0,51.452178333,5.485845000,8,A,9294
1,-95
2,-100
3,-103
4,-100
5,-103
6,-99
7,-99
8,-102
9,-102
10,-102
11,-98
12,-99
13,-99
14,-100
15,-100
16,-99
17,-100
18,-97
19,-97
20,-98
21,-99
22,-99
23,-99
24,-100
F,75450,70,13:40:59:0,51.452178333,5.485845000,8,A,9294
25,-100
26,-101
27,-101
29,-101
31,-104
32,-105
33,-104
34,-103
35,-103
36,-104
37,-101
38,-103
39,-98
G,98994,71,13:40:59:0,51.452173333,5.486633333,8,A,9294
1,-97
2,-100
3,-102
4,-103
5,-102
6,-102
7,-105
8,-101
9,-102
10,-103
11,-103
12,-103
13,-104
14,-104
15,-102
16,-100
17,-100
18,-100
19,-101
20,-102
21,-102
22,-102
23,-104
G,98994,71,13:40:59:0,51.452173333,5.486633333,8,A,9294
24,-105
25,-102
26,-104
27,-105
28,-103
29,-100
30,-102
31,-104
32,-104
33,-102
34,-102
35,-100
36,-99
37,-101
38,-103
39,-100
40,-103
42,-105
43l°˘->∏æ-‰pcO˙!ÎˆT¬jh¢"ïV/~<8
G,98994 ¨É˝ÖÚŸA„êÑ·—∫9r£∂jz533,5.486633333,8,A,9294
47,-98
B,16686,12,13:41:0:0,51.451351667,5.486623333,9,A,9294
9,-94
10,-100
11,-100
12,-98
13,-102
14,-103
15,-101
16,-99
17,-101
18,-101
19,-99
20,-103
21,-105
22,-102
23,-102
24,-98
25,-93
26,-93
27,-92
28,-91
29,-91
30,-92
31,-94
B,16686,12,13:41:0:0,51.451351667,5.486623333,9,A,9294
32,-94
33,-94
34,-93
35,-92
36,-91
37,-91
38,-92
39,-92
40,-92
41,-92
42,-94
43,-95
44,-95
45,-95
46,-94
47,-95
48,-95
49,-98
50,-100
51,-102
52,-98Åé=„à…»pè8ØqDê3˙ã˜≤ÂøcX
C,58977,84,13:41:2:0,51.451365000,5.485856667,10,A,9294
17,-101
18,-100
19,-100
20,-100
21,-98
22,-99
23,-101
24,-103
25,-93
26,-93
27,-92
28,-92
29,-92
30,-92
31,-91
32,-91
33,-94
34,-95
35,-95
36,-96
37,-95
38,-94
39,-94
40,-94
C,58977,84,13:41:2:0,51.451365000,5.485856667,10,A,9294
41,-97
42,-102
43,-98
44,-98
45,-99
46,-104
47,-102
48,-101
49,-98
50,-98
51,-97
52,-96
53,-95
54,-98
55,-98
56,-98
58,-94
59,-93
60,-94
61,-94
æv,õz¶'›˘œœ„	t
E,32828,79,13:41:5:0,51.451823333,5.486155000,7,A,9294
33,-92
34,-95
35,-95
36,-95
37,-95
38,-95
39,-93
40,-94
41,-96
42,-95
43,-97
44,-98
45,-99
46,-100
47,-102
48,-101
51,-100
52,-101
53,-102
36,-104
56,-104
58,-93
59,-93
E,32828,79,13:41:5:0,51.451823333,5.486155000,7,A,9294
60,-93
61,-94
62,-94
63,-95
64,-98
66,-93
67,-95
68,-99
69,-95
70,-92
71,-92
72,-92
73,-95
74,-95
75,-95
76,-95
77,-93
78,-95
79,-96
F,75450,71,13:41:7:0,51.452178333,5.485845000,9,A,9294
41,-97
42,-99
43,-100
44,-98
45,-98
46,-97
47,-96
48,-98
51,-98
52,-98
53,-98
54,-98
55,-98
56,-98
57,-97
58,-97
59,-96
60,-98
61,-96
62,-96
63,-96
64,-96
66,-103
67,-101
F,75450,71,13:41:7:0,51.452178333,5.485845000,9,A,9294
68,-103
69,-104
70,-104
71,-102
72,-100
73,-103
74,-100
75,-101
76,-101
77,-101
78,-103
79,-104
80,-103
81,-100
82,-102
83,-104
84,-104
85,-101
86,-109ÖäX|Æ&˛65n
G,98994,72,13:41:8:0,51.452173333,5.486633333,8,A,9294
51,-98
52,-101
53,-100
54,-99
55,-98
56,-99
57,-102
58,-101
59,-98
60,-100
61,-101
62,-99
63,-100
64,-101
65,-101
66,-104
67,-105
68,-103
69,-102
70,-104
71,-103
72,-101
G,98994,72,13:41:8:0,51.452173333,5.486633333,8,A,9294
73,-104
74,-100
75,-102
76,-104
77,-101
78,-102
79,-103
80,-100
81,-101
82,-103
83,-103
86,-105
87,-105
91,-99
92,-101
93,-100
94,-100
95,-98
B,16686,13,13:41:11:0,51.451351667,5.486623333,9,A,9294
58,-97
59,-96
60,-97
61,-96
62,-95
63,-94
64,-94
66,-96
67,-96
68,-97
69,-97
70,-97
71,-98
72,-98
73,-98
74,-95
75,-99
76,-98
77,-101
78,-101
79,-101
80,-103
81,-98
82,-97
B,16686,13,13:41:11:0,51.451351667,5.486623333,9,A,9294
83,-98
84,-97
85,-98
86,-96
87,-101
88,-96
89,-99
90,-101
91,-101
93,-100
94,-102
95,-98
96,-99
97,-94
98,-96
99,-96
100,-94
101,-94
102,-93
103,-92
